文物名称,时代,图片链接,分类,种类,文物简介
香色纳纱八团喜相逢单袍,清嘉庆,http://www.dpm.org.cn/Uploads/Picture/dc/16121.jpg,服饰,女便服,香色纳纱八团喜相逢单袍，清嘉庆，身长146厘米，两袖通长172厘米，袖口宽20厘米，下摆宽124厘米，左右开裾长76厘米，团直径29厘米。清宫旧藏。袍圆领，大襟右衽，马蹄袖，裾左右开。袍用二至四色晕法，在香色暗团龙纱地上以正一丝串、平金、平绣、打籽、钉线等针法绣制八团喜相逢及海水江崖纹样。小臂内饰本色方格万字纹下接月白色暗团龙芝麻纱袖衬，领、袖饰石青色云龙纹织金纱边。襟缀铜鎏金錾花扣四。此袍为清代后妃便服。其配色丰富，构图严谨，装饰效果浓厚。领口系墨书黄纸签，正面书：“嘉庆五年五月二十三日收，四执事交”，背面书：“香色纱纳八团有水单袍一件”。
湖色寿山福海暗花绫袷衬衣,清嘉庆,http://www.dpm.org.cn/Uploads/Picture/dc/16039.jpg,服饰,女便服,湖色寿山福海暗花绫袷衬衣，清嘉庆，身长146厘米，两袖通长167厘米，袖口宽17厘米，下摆宽124厘米。清宫旧藏。衬衣圆领，大襟右衽，平袖，不开裾。衣以湖色寿山福海纹绫为面，白素绸为里，领缘镶石青缎边，襟缀铜鎏金錾花扣四。此为清代后妃的便服。衬衣织造细腻，构图严谨，提花清晰规整，为杭州织造局织造。领口系墨书黄纸签，正面书：“嘉庆十七年二月初二日收，四执事交”，背面书“绿绫袷衬衣一件”。
明黄缂丝彩云金龙纹女绵朝袍,清嘉庆,http://www.dpm.org.cn/Uploads/Picture/dc/16241.jpg,服饰,女礼服,明黄缂丝彩云金龙纹女绵朝袍，清嘉庆，身长139厘米，两袖通长174厘米，袖口21厘米，下摆118厘米，开裾长81厘米。清宫旧藏。朝袍圆领，大襟右衽，马蹄袖，袖、身相接处有接袖，有披领、护肩，左右开裾。袍以“通经断纬”的缂丝法周身织金龙5条，间饰五彩云蝠纹，并用彩色纬线以晕色法织海水江崖纹，祥云、平水、立水分别用三色、四色、九色织成。衣缘镶石青色缠枝莲纹织金缎边，无背云。袍衬月白色暗花绫里，中絮薄绵。此朝袍缂工以平缂为主，有多处动笔晕染，但仍不失为一件缂丝精品，为清嘉庆皇后冬季所穿。朝袍原有布条，上书：“西暖殿”。
刺绣海棠双禽图轴,清嘉庆,http://www.dpm.org.cn/Uploads/Picture/dc/14175.jpg,织绣画,刺绣,刺绣海棠双禽图轴，清嘉庆，纵77厘米，横38厘米。此图轴绣一轮丽日照耀下，海棠花灿然盛开，花枝上一鸟攀栖，另一鸟正从空中俯身低翔而至，两鸟啁啾鸣啭，神情欢悦，共沐和煦与明媚的春光。画面构图疏朗，线条简洁明快，根据物象的不同特征而施以不同的针法，以套针为主，另用齐针绣树枝，滚针绣叶脉，拉尾子针绣花蕊，施毛针绣鸟羽等，花鸟形神皆宛然而出。画面设色以绿、蓝为主，淡雅清丽。
石青缂丝八团庆寿灯笼纹棉褂,清嘉庆,http://www.dpm.org.cn/Uploads/Picture/dc/13404.jpg,服饰,男常服,石青缂丝八团庆寿灯笼纹棉褂，清嘉庆，身长141.5厘米，两袖通长174厘米。清宫旧藏。棉褂对襟，宽袖。周身饰灯笼纹，两肩和前胸、后背各织一团，下幅前后各两团。每团灯笼织“海屋添筹” 纹，两旁为谷穗纹。下摆为海水江崖纹，间饰竹、石、灵芝、水仙、万寿菊、牡丹、月季、蝙蝠和杂宝等寓意“灵仙祝寿”的吉祥图案。袖口亦缂织海水江崖纹，间饰折枝牡丹和勾莲等纹样。领口系有墨书黄签：“嘉庆十三年十二月十七日收造办处呈览石青缂丝八团花有水棉褂。” 这件棉褂虽然釆用了平缂、长短戗、木梳戗、搭梭、掼缂、构缂等技法，但与乾隆时期的缂丝织物相比显得略为粗糙。其纹样的设色则淡雅而协调，用色有水粉、粉、粉红、红、白、湖绿、豆绿、深绿、雪青、雪灰等色。为了增加色彩的变化，较多地使用了渲染法。此褂从缂织到配色均具有鲜明的时代风格。
银灰色暗花缎常服袍,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/25511.jpg,服饰,未知,银灰色暗花缎常服袍，清道光，身长139厘米，两袖通长200厘米，袖口宽26.40厘米，下摆宽119厘米 ，左右裾72厘米。清宫旧藏。此为皇后春秋服饰，圆领，大襟右衽，左右开裾，马蹄袖端。坠铜镀金錾花扣五枚，绿色素纺丝绸里，领口镶滚元青素缎边。面料为江山万代纹暗花缎，图案设计和谐，提花清晰，织造水平较高。
蜜蜡朝珠,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/25598.jpg,服饰,未知,蜜蜡朝珠，清道光，周长175厘米，清宫旧藏。此蜜蜡朝珠有伤缺，现存107颗。蜜蜡珠体圆润均匀，大小一致。佛头及佛头塔为碧玺。珊瑚记念三串，记念坠角用碧玺，背云用红宝石。整盘朝珠以明黄色绦贯穿。附黄条，其上墨书：“蜜蜡朝珠一盘，碧玺佛头塔小坠角，铜镶红宝石背云大坠角，珊瑚记念。道光二十三年七月二十五日收鞥可交。”根据典制规定，皇帝在地坛祭地时佩挂蜜蜡朝珠。
红色缎绣花卉高底鞋,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/25567.jpg,服饰,靴、鞋、袜,红色缎绣花卉高底鞋，清道光，高17厘米，长19.5厘米。清宫旧藏。清代后妃用鞋。鞋面为红色缎，五彩丝线以齐针绣各种花卉，绿色缎及小花绦带做装饰，颜色鲜艳，鞋样漂亮。受清代满族削木为履风俗的影响，鞋跟为木质，外裱一层白色棉布，鞋缝百纳布鞋底，鞋帮与鞋跟之间压棕色棉布条一道。
月白色团荷花暗花绸女衬衣,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/19013.jpg,服饰,女便服,月白色团荷花暗花绸女衬衣，清道光，身长138厘米，两袖通长180厘米，袖口宽24厘米，下摆宽117厘米。清宫旧藏。衬衣圆领，大襟右衽，平直袖口，石青色素绸镶领边，不开裾。袖口衬里为白色四季花暗花绸，其余部分为粉红色素绸衬里。衬衣面用月白色团荷花暗花绸做成，每个花纹单位直径39厘米，团花中几片荷叶衬托着一朵盛开的荷花，给人以清新靓丽之感。此衣织工极其精细，利用纬线浮长显花的特点使团花显得清晰、生动、写实，在清代晚期的服装中非常少见，是一件不可多得的精品之作。附黄条，上墨书：“月白绸夹衬衣一件（残断），道光十三年七月初三日收（残断）”。
石青缎平金彩绣金龙夹朝袍,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/19008.jpg,服饰,男礼服,石青缎平金彩绣金龙夹朝袍，清道光，身长145厘米，两袖通长200厘米，袖口宽19厘米，下摆宽142厘米，左右裾长74厘米。清宫旧藏。朝袍为上衣下裳式，圆领，大襟右衽，马蹄袖，缺披领、背云，裾左右开。周身以石青色织金缎镶边，衬里为月白色暗花绸。朝袍面以石青色缎为地，两肩、前胸、后背用金线绣正龙各一，腰帷行龙四，衽正龙一，裳行龙八，袖端正龙各一，间以五彩丝线绣云蝠朵花海水纹。针法多样，采用了平金、斜缠针、缉线、套针、打籽针、正戗针、接针等技法绣成，与前朝相比，绣线劈绒较粗，圆金线光泽度暗，但绣工细致，仍不失为一件精品。附黄条，上墨书：“绣石青缎夹朝袍一件，咸丰四年十月初三日收韩来玉交”、“绣石青缎夹朝袍一件”。
大红绸暗花夔龙牡丹纹衬衣,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/18557.jpg,服饰,女便服,大红绸暗花夔龙牡丹纹衬衣，清道光，身长137厘米，两袖通长180厘米，袖口宽22厘米，下摆宽119厘米。清宫旧藏。此衣圆领，右衽大襟，平袖，无开裾，身长过膝。以大红色暗花绸为面料，无里衬。通身织暗花纹样，以团夔龙为主体花纹，周围环绕缠枝牡丹纹。此衣织造细密精巧，提花十分清晰，是一件反映清代道光时期织造工艺水平的代表作品。附黄条，上墨书：“大红绸单衬衣一件”、“道光十四年五月十四日收张和交”。此衣是清代后妃春秋季穿用的便服。
大红色缂丝彩绘八团梅兰竹菊袷袍,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/18691.jpg,服饰,女吉服,大红色缂丝彩绘八团梅兰竹菊袷袍，清道光，身长138厘米，两袖通长204厘米，袖口宽42厘米，下摆宽122厘米，左右裾长83厘米，前胸后背团直径30厘米，两肩及下摆前后团直径29厘米。清宫旧藏。袷袍圆领，大襟右衽，马蹄袖，裾左右开。大红色缂丝面，内饰月白色实地纱里，石青色地缂丝梅兰竹菊领、袖边，外沿万字蝙蝠花卉织金缎，缀铜鎏金錾花扣四。这件袷袍在大红色平纹地上运用平缂、搭缂等技法缂织海水江崖纹，而八团梅兰竹菊纹样则用笔进行描绘。此袍设色丰富，晕色和谐，缂工细腻精湛，彩绘逼真生动。另外，袖口肥硕夸张是道光一朝服装的独特标志，其袖口宽度为清代历朝之最。领口系黄条，上墨书：“大红缂丝八团花卉有水袷袍一件”、“道光二十一年又三月初七日收，鞥可交”。此为吉服。
石青地缂金纹一品补服,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/17303.jpg,服饰,男礼服,石青地缂金文一品补服，清道光，身长117厘米，两袖通长166厘米，袖口宽29厘米，下摆宽106厘米，左右裾长70厘米。清宫旧藏。补服圆领，对襟，平袖端，裾左右开。前胸后背饰缂金方补，月白色小朵暗花绫里。左右开裾上端铜镀金錾花扣各1枚，后裾下部扣鼻2枚，便于骑坐时掀起衣襟。补服为石青色地，在前胸后背用三色圆金线缂织仙鹤，云水回纹边。三色金线捻制极细，织造细密。此为清朝文一品官员补服。附黄条，上墨书：“绣石青实地纱补褂一件。”与实物不符。
石青色绸绣缉米珠云龙双喜字纹绵朝褂,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/16146.jpg,服饰,女礼服,石青色绸绣缉米珠云龙双喜字纹绵朝褂，清道光，身长139厘米，肩宽40厘米，下摆宽122厘米，左右开裾长83厘米。清宫旧藏。朝褂圆领，对襟，无袖，裾左右开，后背垂明黄绦饰珊瑚珍珠喜字纹背云。此朝褂在石青色绸地上以二至四色晕，兼用串米珠工艺和套针、平针、打籽、平金等针法缉绣彩云白龙双喜字蝙蝠及海水江崖等纹样。褂内衬红色四合如意云团龙寿字纹织金绸里，内薄施丝绵。襟缘饰石青色团龙杂宝纹织金缎，内缀金捶鍱折枝花嵌翡翠、红宝石金板，中间以珍珠、珊瑚排珠相连，缀铜鎏金錾花扣五。此为皇后礼服。朝褂打破了清代传统用缉线绣勾边的装饰手法，对龙身轮廓施以打籽绣加以表现，其层次厚重的质感增强了纹样的艺术表现力。此褂是清乾隆朝以外故宫现仅存的一件金板嵌宝石珠绣服饰，为清道光朝织造。
石青色缎绣平金云鹤纹袷大坎肩,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/16156.jpg,服饰,女便服,石青色缎绣平金云鹤纹袷大坎肩，清道光，身长132厘米，肩宽33厘米，下摆宽119厘米，后开裾长70厘米，左右开裾长79厘米，垂带长80厘米，垂带宽3-5厘米。清宫旧藏。坎肩圆领，对襟，无袖，左右及后开裾。开裾处垂带各二，下广而锐。坎肩在石青色缎地上以二色晕法运用平金、缉线、钉线、平绣等针法绣制云鹤纹样。衣缘为石青织金花缎，并以月白丝加金线蕾丝缀边。坎肩内衬月白色缠枝暗花绫里。领缀铜鎏金光素圆扣一，对襟缀石青织金花缎扣袢二，内缀月白色缠枝暗花绫盘花扣一。此坎肩为后妃便服。其工艺考究，且不局限于传统刺绣的晕色方法，用混色线和孔雀羽对仙鹤的眼睑等处进行装饰，风格新颖，更显其珍贵。领口系墨书黄纸签书，一面书：“道光八年十月十九日收，敬事房呈”，另面书：“览石青缎片金边绣鹤褂拉（襴）一件”。
刺绣牡丹绶带图轴,清道光,http://www.dpm.org.cn/Uploads/File/2019/04/28/15564340321639.jpg,织绣画,刺绣,刺绣牡丹绶带图轴，清道光，纵119厘米，横54厘米。此图轴在米色素缎地上绣牡丹、苍松和绶带鸟，分别寓意富贵、长寿。左上方的“延年益寿”四字点出主题。画面构图疏朗，色调清雅。此图绣工精美，针法独特。松树的针叶用双股加捻的衣线以编席绣法绣制，绣线人字排列，疏密有致。牡丹花、绶带鸟和山石则以擘制得极细、不加捻的色丝绣制，每一片叶、每一花瓣及山石都用由浅入深同一色系的丝线以苏绣传统的反抢针技法从里向外层层绣制，少则五六层，多则七八层，以期达到笔墨渲染的效果。丝线特有的润雅光泽使物象更富于质感。绶带鸟采用施毛针、札针等针法绣制，将其羽毛的丝理和色泽表现得细致逼真。此图以针法的差异和所用丝线的不同在一幅作品中同时表现了北方刺绣的豪放粗犷和江南刺绣的柔丽细腻，以北方民间刺绣手法表现松树之苍劲，以江南闺阁刺绣的细丝淡彩表现花鸟之柔美。这两种风格在作品中对比互衬，刚柔相济，而其以刺绣针线所表现的工笔技法和绘画意韵，更达到了与翰墨争辉的艺术效果。
刺绣天竹水仙图轴,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/14177.jpg,织绣画,刺绣,刺绣天竹水仙图轴，清道光，纵61厘米，横37厘米。清宫旧藏。此图轴取天竹、水仙、寿石、灵芝和芙蓉等物象入画。其中寿石用三蓝色线抢针绣制，水仙叶和天竹叶施以套针，水波纹、叶脉和天竹花的托枝则用滚针或接针绣出。图中最具特色的是花卉的表现手法富于变化：水仙和芙蓉的花瓣用浓厚的颜料点染成珠粒状，水仙花之花蕊施以打籽针，天竹花用红珊瑚珠作穿珠绣。不同手法的灵活运用使物象生动多姿。水仙花是为数不多的在冬天绽开的花卉，且水仙之“仙”与神仙之“仙”字同，天竹之“竹”与“祝”谐音，而灵芝和寿石均为中国传统文化中象征长寿之物，此四种物象所组合的吉祥图案寓“灵仙祝寿”之意，悬挂于室壁，赏心悦目之外，更含祈祝长寿之意。
缂丝富贵长春图轴,清道光,http://www.dpm.org.cn/Uploads/Picture/dc/12898.jpg,织绣画,缂丝,缂丝富贵长春图轴，清道光，纵163厘米，横84厘米。此图轴在香色地上彩缂绶带鸟、树木、牡丹、花草、山石坡陀等纹样，寓意富贵长春。作品采取二色间晕与退晕相结合的装饰方法，施以平缂、搭缂、构缂等技法缂织，局部用石绿、赭石等色渲染点苔。此画运用半缂半绘、工写兼顾的制作手法，把偎依在一起的绶带鸟、苍劲的树干和怪石嶙峋的坡陀刻画得惟妙惟肖。画上题签墨书“王世贞珍藏重装”。印文模糊不辨。此图生动写实，制作者准确地把握了缂丝与渲染两种表现方法，使二者的特点均得到了充分的运用和发挥。
彩色大洋花纹哔叽,清晚期,http://www.dpm.org.cn/Uploads/File/2018/03/06/15203180855445.jpg,匹料,未知,彩色大洋花纹哔叽，清晚期（19世纪）， 长154厘米，两块拼合各宽63/60厘米。欧洲织造。哔叽料为两块拼合，为粗毛纱斜纹织物。经线为精纺毛纱，纬线为粗纺毛纱。织成后，以绿、红、黄三色印染地色和花纹。此粗哔叽料大约用做家具垫套，应为清宫采购的进口洋呢。
浅驼色大洋花纹妆花缎,清晚期,http://www.dpm.org.cn/Uploads/File/2017/10/20/15084892348883.jpg,匹料,缎,浅驼色大洋花纹妆花缎，清晚期（19世纪后半叶），幅宽62厘米，整疋长585厘米。清宫旧藏。此卷疋料完整，未经裁用。其缎纹组织中经线用淡黄色丝，纬线用淡黄色丝为地纬，又以叶绿色与绛红色丝做纹纬，按图案设计浮出显花。同时，配合通梭彩纬，在各花部再用金线、银线以及水红、淡粉、肉色、草绿、石蓝、浅蓝、雪青等色丝线挖花盘织，以精致的织造水准表现出妆花工艺华贵富丽、绚烂堂皇的风采。妆花缎机头织有工厂的商标图案及款识：“фабрика А. и В. Сапожниковыхъ. Москва”，背面有带有俄罗斯双头鹰国徽的蓝色戳记，以及“72298”数字蓝戳。此织金银妆花缎出自当时莫斯科一家非常有声望的工厂，其经常承接来自僧侣、贵族以及宫廷的订单。自1870年后，工厂由兄弟俩亚历山大和弗拉基米尔掌管，由于其织品卓越，还获得了在家族招牌中放置国徽的荣誉。19世纪后半叶，俄国纺织业兴起，开始与欧洲各国争夺中国市场。清朝官民商人经由张家口、库伦，在恰克图与俄商常年贸易，盛极一时。俄罗斯的金花缎、呢子、“回绒”、“回布”等产品由此遍及中国北方，并进入满清宫廷生活。
石青色云纹缎地平金蟒补袷朝服,清晚期,http://www.dpm.org.cn/Uploads/Picture/dc/18565.jpg,服饰,男礼服,石青色云纹缎地平金蟒补袷朝服，清晚期，身长130厘米，两袖通长214厘米，袖口25厘米，下摆宽114厘米。清宫旧藏。此衣圆领，右衽大襟，马蹄形袖端，上衣下裳相连属，下裳施襞积。石青色四合如意云纹缎面，蓝青布里，钉素面铜扣五枚。袖、襟边和下摆边镶石青色勾莲纹织金缎边和姜黄色剪绒边各一道。前胸后背绣金行蟒纹方补各一。据《大清会典》的规定，清代文武品官的朝服以不同的形制、纹样和镶边等来区分等级的高低。此袍色用石青，饰行蟒纹方补，镶剪绒边，是武五品官三等侍卫和武六品官蓝翎侍卫所穿用的朝服。
品月色缂丝海棠袷大坎肩,清晚期,http://www.dpm.org.cn/Uploads/Picture/dc/18051.jpg,服饰,女便服,品月色缂丝海棠袷大坎肩，清晚期，身长139厘米，肩宽40厘米，下摆宽116厘米。清宫旧藏。大坎肩圆领，无袖，对襟。品月色海棠纹缂丝面，月白色素纺丝绸里。衣襟上有铜镀金球形錾花扣1枚和铜镀金福寿双全纹扁圆形扣4枚。里襟第四扣处垂品月色缂丝梅花飘带2条，左右开裾处垂藕荷色缂丝兰花飘带各2条。下摆为百褶式。通身衣缘镶黑色万字曲水纹织金缎边一道，此外还施加如意云头纹，镶蓝色菊花纹和黄色水仙纹等多层绦边，这反映了清晚期女装的流行风尚。坎肩是清代后妃日常穿用的便服，穿着在便袍、衬衣外面，穿着场合比较随意，与里面的衬衣、便袍的颜色搭配也随其所欲。
石青纱纳彩云金龙有水纹单朝褂,清晚期,http://www.dpm.org.cn/Uploads/Picture/dc/16685.jpg,服饰,女礼服,石青纱纳彩云金龙有水纹单朝褂，清晚期，身长139厘米，肩宽38厘米，下摆宽118厘米，左右裾长75厘米。清宫旧藏。褂坎肩式，圆领，对襟，裾左右开至腋下。褂在石青色直径纱地上绣行龙2条，间饰五彩云纹及杂宝纹。褂下幅饰福山寿海及立水纹。通身镶石青勾莲纹织金缎缘，金丝窄绦。两肩及后背有石青色绦。铜镀金镂空绣球花扣5枚。此为清代女性贵族穿用的礼服。绣制针法以正一丝串、平金为主，纹饰平齐规整。
湖色缎绣藤萝花琵琶襟袷马褂,清晚期,http://www.dpm.org.cn/Uploads/Picture/dc/18039.jpg,服饰,女便服,湖色缎绣藤萝花琵琶襟袷马褂，清晚期，身长60厘米，两袖通长140厘米，袖口宽20厘米，下摆宽65厘米。清宫旧藏。褂立领，右衽琵琶式襟，平袖端。湖色素缎面，品月色素纺丝绸里。领、袖、下摆和襟边镶黑色团寿字织金缎边。通身以黑色棉线运用打籽绣和缉线绣技法绣藤萝花纹，具有简洁素雅的装饰效果。此褂为清代后妃的便服之一。
蓝色漳绒团八宝大襟马褂,清晚期,http://www.dpm.org.cn/Uploads/Picture/dc/16632.jpg,服饰,男便服,蓝色漳绒团八宝大襟马褂，清晚期，身长77厘米，两袖通长164厘米，袖口宽39厘米，下摆宽90厘米，前后裾长17厘米，左右裾长14厘米。清宫旧藏。马褂立领，右衽，平袖端，裾四开。此褂面料为漳绒，绒起花，八宝团花纹。衣边镶同色同质地冰梅纹宽边，外又镶素青缎窄缘。褂内衬月白色素纺绸里。领内侧镶灰鼠皮。襟缀铜镀金錾花扣1枚，錾鹭鸟纹平扣4枚。此为清代便服。马褂花纹清晰，富有浮雕感，割绒规矩平齐，绒圈地匀细。
明黄色直径纱地绣五彩金龙小朝袍,清晚期,http://www.dpm.org.cn/Uploads/Picture/dc/16245.jpg,服饰,男礼服,明黄色直径纱地绣五彩金龙小朝袍，清晚期，身长79厘米，两袖通长114厘米，袖口17厘米，下摆96厘米。清宫旧藏。朝袍圆领，大襟右衽，马蹄袖，有披领。袍以明黄色直径纱为地，上绣金龙纹，前胸、后背、两肩正龙各一，腰帷行龙四，襞积前后团龙各九，下裳行龙六，衽正龙一。披领行龙二，马蹄袖正龙各一。间饰十二章、五色云和八宝平水纹。龙纹以金线绣成，并辅以银线和缉线，使得龙纹凸起，颇具立体感。祥云、平水、立水分别以三色、四色、七色绣成，其针法为斜一丝串、正一丝串。十二章皆为满绣，针法用套针、扎针、施针、斜缠针等。袍之披领、马蹄袖均为石青色。以石青色织金实地纱和圆银线镶边。此小朝袍符合清代皇帝袍服的典制，应是清晚期幼年的同治皇帝或光绪皇帝所穿之朝袍。
余兆熊款漳绒织邓尉图卷,清晚期,http://www.dpm.org.cn/Uploads/Picture/2017/04/05/s58e44357503ed.jpg,织绣画,漳绒,余兆熊款漳绒织邓尉图卷，清末，纵61厘米，横601厘米。图卷以漳绒的手法织成，表现江苏镇江邓尉山一带的风景名胜。画面依次展现虎山河、虎山、山下寺庙、虎山桥、光福镇、湖中渔民、光福山和山上的玉帝阁、光福塔及对岸远山之武庙墩。通过竹行桥，可看到太湖、菱塘案，与菱塘案相接的高山上林木茂密，钟楼、大殿、还元阁高耸，最后表现的是邓尉山。整幅图卷景象宏阔壮观，气势磅礴。款署“余兆熊”。漳绒产于福建漳州，有素、花漳绒之分。花漳绒是将部分绒圈按花纹割断成绒毛，形成所需要的花纹图案。此图卷属于花漳绒，以未割的绒圈作地，地子为竖织横用，图中的山水桥梁、庙宇殿阁、钟楼古塔等则是将绒圈按物象的线条割开而制，割开后的绒毛光亮，与未割绒的地子形成反差。画面又以墨笔渲染，形成水墨画的效果。这是目前所见漳绒作品中最长的一幅手卷。
刺绣风景插屏,清晚期,http://www.dpm.org.cn/Uploads/Picture/dc/12631.jpg,织绣画,刺绣,刺绣风景插屏，清晚期，纵35厘米，横41厘米。清宫旧藏。此插屏屏心画面以透视学原理表现山野、林木、川流的层次感和立体感。其运针已完全摆脱了中国传统刺绣套路的限制，针法不再工整规矩，而是用长短不一的针脚以直线掺和绣成。色丝的粗细曲直及色彩、针法等完全由刺绣作者按画稿所需而定，针脚不需按物象丝理排列。织作者巧妙地利用乱针绣丝线的长短和排列错综不一所呈现的质感和光泽来表现物象的远近虚实。近看时，这种绣法好似长短不一，针脚凌乱堆砌，远看则有油画晦明变化的效果。云蒸霞蔚的远山，葱郁繁茂的林木，甚至川流上的雾霭都表现得非常真切。这种“仿真绣”艺术表现是晚清刺绣艺术家沈寿（1874—1921年）在考察了日本美术教育后，将西方油画的素描技法巧妙地运用到传统刺绣艺术中创造的，使中国传统的刺绣技艺得以发展。插屏边饰米色朵花锦，配以黑漆边框及紫檀嵌五彩螺钿插座。这种中西结合的案头陈设品鲜见于清代宫廷旧藏的工艺品中。
广绣花鸟博古插屏,清晚期,http://www.dpm.org.cn/Uploads/Picture/dc/12890.jpg,织绣画,广绣,广绣花鸟博古插屏，清晚期，纵40厘米，横51厘米。此插屏紫檀木座，嵌五彩螺钿边框。屏心为白素锻，上绣以花鸟、博古图案。图案分内外两层，以中间的花鸟草虫为主题，外层的博古纹为衬，花纹细巧繁密，设色以褐、棕、驼、米色为主色调，配以红、绿、黑、白、金等色，既柔和雅致，又明快富丽。针法除直针、扭针、铺针外，还有洒插针等复杂的针法，擘丝极细，针脚平齐细薄。广绣以花繁色丽、绣工精致著称。清代广绣以作坊形式生产，绣工多为男子，为其它绣种所罕见。此件插屏为晚清宫廷案上的陈设品。绣品完成后，将其背面衬以用木条钉成的框，用数十道线将绣品绷在木框上，纵横有致，使画面平整不变形，然后镶进紫檀木框。插屏背面附有一份“广东彩元字号”的单子，夹在背板内。彩元绣庄主人何竹斋介绍了彩元号的地址、所经营的绣品的品种、质地，绣品的去向及其经营的理念。这份“广告”是研究晚清广绣的珍贵史料。
大红色缂丝八团彩云蝠寿金龙纹女棉龙袍,清咸丰,http://www.dpm.org.cn/Uploads/File/2017/12/21/15138242883611.jpg,服饰,女吉服,大红色缂丝八团彩云蝠寿金龙纹女棉龙袍，清咸丰，身长143.2厘米，袖长198.4厘米，袖口23厘米，下摆116厘米。此袍为清代皇后吉服之一，主要用于重大庆典活动等场合。其式为圆领，大襟右衽，马蹄袖，领袖俱石青色曲水纹织金边，片金缘，裾左右开，八团有水直身式袍。大红色缂丝面，内衬明黄色素纺丝绸，絮薄棉。缀铜鎏金錾花扣四枚。运用精湛的缂丝技法缂织海水江牙纹，八团红双喜彩云金龙纹。缂丝是一种“通经断纬”的织造工艺，因工艺精细，极费功夫，而其书画般的装饰效果可达到很高的工艺欣赏价值，被称为“织中之圣”，且有“一寸缂丝一寸金”之说。及至明清两代，缂丝工艺仍不断发展，且时常用于宫廷高档服饰。
月白直径地纳纱花卉单衣,清咸丰,http://www.dpm.org.cn/Uploads/Picture/dc/471.jpg,服饰,女常服,"月白直径地纳纱花卉单衣，清咸丰，内务府造办处，身长138厘米，两袖通长190厘米，袖口宽30厘米，下摆宽116厘米，左右开裾各长80厘米。清宫旧藏。此衣丝质，是清代后妃夏日穿着的一种直身常式服，其式为：圆领，大衿右衽，平式挽折袖，内衬白色暗八仙实地纱，外翻及肘作多层状，裾左右开，缀铜鎏金錾水纹扣四。领口处系墨书黄纸签二，其一为“月白直纱绣花卉单衣一件，同治二年五月十七日收,沈魁交”，其二为“月白直径地纳纱花卉衣一件”。此衣采取多种彩色丝线，用“正二丝串”针法纳绣。在月白色直径纱地上，以牡丹、菊花、石竹、茶花、梅花、佛手、月季、飞蝶等用对称形式作主体装饰，纹样生动、自然、和谐。沿领口至下摆两侧镶石青色直径纱边，上用同种针法绣一至三元变形花，依次重叠，错落分布，色地鲜明，花纹突出，极类现代工艺装饰手法。间饰丝织小花绦，沿领口及下摆镶滚，作卷云状交于腋下。此衣系由内务府造办处衣作绣制而成，做工精细考究，纹样繁而不乱，配色艳而不俗，是清咸丰年具有代表性的纳绣服装。"
东珠朝珠,清咸丰,http://www.dpm.org.cn/Uploads/Picture/dc/25365.jpg,服饰,未知,东珠朝珠，清咸丰，周长139厘米，清宫旧藏。此为咸丰皇帝使用的朝珠，由一百零八颗东珠组成，间以红珊瑚佛头四。佛头两侧分别有两颗蓝晶石珠；顶端佛头下连缀一红珊瑚佛头塔，塔下以明黄色绦带系椭圆形金累丝嵌红宝石及珍珠背云，上下各有珊瑚蝙蝠形结一，垂金累丝点翠托翡翠坠角。松石记念三串，下垂金累丝点翠托红、蓝宝石、碧玺坠角各一。整盘朝珠放于黑色漆屉内，附黄条，其上墨书：“文宗显皇帝”，上盖黄色单袱。东珠产自满族的发祥地东北，根据其大小、圆润成色可分为五等，这盘朝珠的东珠直径均在1厘米以上，大小均匀，当为一等。东珠朝珠在所有朝珠中最为珍贵，只有皇帝、皇太后、皇后才能佩戴。
金黄纱平金彩绣金龙袷朝袍,清咸丰,http://www.dpm.org.cn/Uploads/Picture/dc/16668.jpg,服饰,女礼服,金黄纱平金彩绣金龙袷朝袍，清咸丰，身长148厘米，两袖通长172厘米，袖口宽20厘米，下摆宽122厘米，后裾长68厘米，披领33－89厘米。清宫旧藏。袍圆领，右衽，马蹄袖，裾后开。袍面料为金黄色暗团龙纹实地纱，平金绣正龙、行龙各4条，并饰五彩云及寿山福海纹。绣工以平针、套针、平金、钉针、缉线为主。袍通身镶织金缎缘。石青色实地纱素接袖。肩缘、披领、马蹄袖饰石青实地纱平金绣行龙纹。有金黄绦背云。袍内衬月白色团龙暗八仙实地纱里。襟缀铜镀金錾花扣5枚，披领上另有2枚。此为清代贵妃礼服，针法简洁平整，晕色以三晕为主，自然大方。附黄条，墨书：“咸丰十年四月初四日收金环交金黄实地纱袷朝袍一件”。
