文物名称,时代,图片链接,分类,作者,文物简介
傅抱石赤壁舟游图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/51980.jpg,山水,傅抱石,"《赤壁舟游图》轴，近现代，傅抱石绘，纸本，设色，纵111.2厘米，横59.2厘米。
　　本幅自题：“癸未岁暮写于东川。抱石。”钤“抱石大利”白文方印，“傅”、 “其命维新”、“印痴”朱文长方印。又有题跋：“中华民国三十三年十一月十六日，沫公五秩晋三诞辰，谨此呈寿，并乞诲政。晚傅抱石于重庆金刚坡下。”钤“抱石私印”白文方印。
　　癸未为1943年。中华民国三十三年为1944年。
　　郭沫若与傅抱石谊在师友，感情至深。逢郭沫若的生日，傅抱石常常以自己笔下的精品赠之，为其贺寿。是图便是其中之一。画中表现的是宋代文豪苏轼《前赤壁赋》所描述的情景。赤壁之下，断岸千尺，清风徐来，江流有声。舟中对坐三人，中间的苏轼执酒胸前，言说其旷达乐观的人生观。右侧之人手握洞箫，屏息聆听。左侧僧人手抚船帮，若有所思。旁置的酒壶、佐酒菜品已是杯盘狼藉。江水泛起微波，层层叠叠荡漾开去。
　　“赤壁舟游”这一题材傅抱石曾多次画过，每每不同，各有所长。此图布局虚实相生，石壁陡然而起，与开阔的江面形成强烈的视觉反差，别开生面。舟中三人处于酒酣之际，客人流露出的人生短促无常的悲观情绪，东坡放言自己对生活达观的慨然神情，俱为画家传神地写于笔端，体现出画家超乎寻常之技艺。"
傅抱石夏山图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/51981.jpg,山水,傅抱石,《夏山图》轴，近现代，傅抱石绘，纸本，设色，纵111厘米，横62.5厘米。　　本幅自题：“夏山图。癸未立夏后二日，新喻傅抱石制。” 钤“抱石之作”白文方印、“新谕”朱文椭圆印、“抱石斋”朱文方印。又有郭沫若题：“万山磅礴绿阴浓，岚色苍茫变化中。待到秋高云气爽，行看霜叶满天红。甲申十一月十日恩来兄由延飞渝，十六日来赖家桥小聚，求得此画嘱题。郭沫若。”钤“沫若”朱文长方印。　　癸未为1943年。甲申为1944年。　　全图采用截景式构图，崇山峻岭的崔嵬壮阔被进一步强化，以硬笔散锋写就的石壁巍然峭拔，山间升起的淡淡青烟四处流动，一文士执杖携童在万木葱郁的小径上信步而行，本应浓重湿润的暑气似乎已被满目青翠的群峰所吞噬，消散得无影无踪。虽然图称“夏山”，却没有炎炎烈日与潮湿空气带给观者的沉闷之感，反而使人感到凉爽畅快，正是画家匠心独运之妙。　　1944年，周恩来在重庆赖家桥与文艺界人士相聚一堂，向画家求得此图。之后，历经战乱，屡次迁徙，竟得完璧，幸甚幸甚。1949年后，藏于中南海。后归故宫博物院珍藏。
傅抱石杜甫诗意图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/51982.jpg,人物,傅抱石,"《杜甫诗意图》轴，近现代，傅抱石绘，纸本，设色，纵110.5厘米，横32.4厘米。
　　本幅自题：“癸未二月，抱石金刚坡下山斋写杜工部诗意。”钤“傅”、“往往醉后”、“踪迹大化”朱文方印。
　　癸未年为1943年。
　　由题跋可知，此图是根据唐代杜甫的《佳人》一诗而创作的。原诗的主人公是一个战时被遗弃的女子，几遭离乱，兄弟惨死，夫婿另寻新欢，生活的冷酷令她感受到世态炎凉。然而，她没有向命运屈服，毅然独向深山，与草木为邻，过起空谷幽居的生活。傅抱石将画面定格在此诗的末句“天寒翠袖薄，日暮依修竹”，描绘佳人于天寒日暮之际，首不加饰，发不插花，形容憔悴，背倚修竹的情形。斜斜的几杆翠竹暗示出佳人与其相似的挺拔柔韧的高洁情操。画家用含蓄蕴藉的笔墨刻画了一位命运悲惨的弱小女子所具有的自强坚毅的品格，使她的形象既充满悲剧色彩又富于崇高感。
　　杜甫作此诗，实为自况其身，透射出他在衣食无着的艰苦情形下始终心系国家民族的真实情感。画家以此诗入画，显然是借以表达抗战期间自己忧国忧民的心情。
　　此图为傅抱石夫人罗时慧捐献。"
傅抱石山水图卷,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/51983.jpg,山水,傅抱石,《山水图》卷，近现代，傅抱石绘，纸本，设色，纵31.2厘米，横55.5厘米。　　此幅自题：“抱石写。”钤“傅”朱文圆印、“往往醉后”朱文长方印。　　图中青松托出秀丽的山色，峰峦连绵，此起彼伏，有北宋米芾的云山所具有的云气缥缈的特点。此图不见传统的种种皴法，只是运用墨色或浓或淡的变化与渲染图写山水，注重光影的表现，显然受到日本绘画的影响。傅抱石曾说：“日本画对我也有影响，一是光线，二是颜色上大胆了些。现在看来，第一点比较显著，在创作上注意了光线对比等等。”此图应是他对自己的绘画创作所作总结的最好注脚。　　此作为傅抱石夫人罗时慧捐献。
傅抱石山水人物图册页,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/51984.jpg,人物,傅抱石,《山水人物图》册页，近现代，傅抱石绘，纸本，设色，纵31.6厘米，横37.1厘米。　　本幅自题：“帝王轻过眼，宇宙是何乡。抱石写江东布衣仅存句。”钤“傅”朱文圆印，“抱石得心之作”、“往往醉后”朱文长方印。　　图中江水平如镜面。近岸小舟中，文士醉后枕琴而眠，船头平摊书卷，船尾搁置酒杯、酒壶。一湾清水，一树青松，正是高士远离尘嚣、优游林下之心态的真实写照。　　“江东布衣”是明末清初画家程邃，曾对傅抱石早年的绘画有所影响。程邃（1605—1691年），字穆倩。能诗，山水画常用渴笔焦墨，沉郁苍古。画家在《壬戊重庆画展自序》中写道：“程穆倩仅有的遗句‘帝王轻过眼，宇宙是何乡’，我也非常爱好，不知画过多少次。总遇不到一幅令我十分满意。展出的一幅是最近画的，也是我认为勉可成立的一幅。我这种困难当然是我的技术和胸襟的不够量，追不上自己想弋获的目标。然亦可见写前人诗句，欲避落窠臼，实不是容易的工作。”从中可以看出画家的认真、谦逊与诚恳。此幅以疏简散淡为宗，较好地表现出世外高人悠然自得的生活状态。是图即便不是画展中的那张作品，也应是对该诗句作了较为圆满的诠释的一幅。　　此图为傅抱石夫人罗时慧捐献。
傅抱石蕉荫烹茶图册页,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/51966.jpg,人物,傅抱石,《蕉荫烹茶图》册页，近现代，傅抱石绘，纸本，设色，纵32厘米，横37.2厘米。　　本幅自题：“乙酉八月，抱石作。”钤“傅”朱文方印、“往往醉后”朱文长方印。　　乙酉为1945年。　　作为中国的特产，茶是百姓日常生活中不可缺少的一种饮料。俗语云“开门七件事——柴米油盐酱醋茶”，由此可见其重要程度。随着时间的推移，文人高士逐渐把烹茶品茗作为闲时雅事，借以涤练性情，陶冶情操。历代画家多有绘制这一题材，表现文人清淡闲适生活之一端。　　此图描绘的是江南景象，芭蕉数棵，阔叶蔽日。浓荫之下，文士手执纨扇坐于茶炉前，等待仆人前来送水。对人物注重内心世界的刻画，其专注之态生动传神。阔大的叶片皆以色彩染出，中锋勾绘叶脉，率意自然。赋色清淡冷隽，葱翠欲滴，闲和静谧的幽雅气氛直扑人面。全图风格基调统一，人物表情丰富，树石生机勃勃，笔法如行云流水，超然出众。　　此图为傅抱石夫人罗时慧捐献。
傅抱石蜀山图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/51967.jpg,山水,傅抱石,"《蜀山图》轴，近现代，傅抱石绘，纸本，设色，纵57.2厘米，横44.8厘米。
　　本幅自题：“乙酉秋七月，傅抱石重庆西郊。”钤“傅抱石印”白文方印、“抱石斋”朱文方印。
　　乙酉为1945年。
　　巍巍群山占据了画面大部分，突出磅礴的气势。濛濛雾气四处弥漫，是对四川山水的如实描绘。图中以染代皴，大面积富有浓淡变化的墨色与花青、淡绿相互融合，极好地表现出蜀地阴晴交替的天气和莽莽苍苍的不尽山色，有咫尺千里之感。
　　傅抱石与其子二石谈论绘画技巧时，提及他的习惯是画山水尽量用大号的毛笔，即便是画幅不大亦然，因为大笔与小笔产生的效果不同。二石经过实践总结出：笔越大，要求使用者的功夫和魄力亦越大；而纸越小，画中天地则不能小。用大笔来画，留下的笔触更能使人感到雄浑和豪放，在视觉上传达给人的是舒畅、痛快之感。观此图，其言信然。
　　此图为傅抱石夫人罗时慧捐献。"
傅抱石仿陈洪绶人物图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/51969.jpg,人物,傅抱石,"《仿陈洪绶人物图》轴，近现代，傅抱石绘，纸本，设色，纵137.6厘米，横34.4厘米。
　　本幅自题：“寄生晋宋，携手商周，松烟隺管，以写我忧。今岁春，予读老莲归去来景本十叶，每拟抚写一过而未能也。兹忆赞扇一题，斟酌为此。乙酉端午前一日，傅抱石，重庆西郊。”钤“傅”朱文长方印、“抱石大利”白文方印、“乙酉”朱文长方印、“其命维新”朱文方印。
　　乙酉为1945年。
　　傅抱石对明代画家陈洪绶颇为推重，他认为陈氏不仅继承了民族绘画的优秀传统，而且创造性地发展了传统。对于刻画历史人物，陈氏通过较长时期广泛而深入的研究体会，心仪其人，凝而成像，所谓得之于心，形之于笔，能够把每个人物的精神气质、性格特征表现出来，对近代中国人物画的影响最大（见傅抱石《陈老莲〈水浒叶子〉序》）。傅抱石的人物画也曾吸收陈洪绶的线条、人物造型的某些长处，融入自己笔下的艺术形象，自成面目。
　　此图是傅抱石在观赏陈洪绶绘制的《归去来图》之后有所领会，在家里背临的其中《赞扇》一叶。虽然他自称临写老莲原本，其实并不尽然，除去人物形体的夸张、衣纹用线的细劲有陈氏神韵之外，其他如青石、器物均为本人风格。
　　图中表现一位画家刚刚完成两幅扇面，闭目叉手，凝神静气，似在回味创作过程中的得失。四句像赞皆有所指：“寄生晋宋，携手商周”言其仰慕前贤，心倾仪范，性喜古物，情趣高雅；“松烟隺管，以写我忧”言其以手中笔墨排遣充斥胸臆的种种情绪。由此看来，傅抱石为画家造像的目的实则是以其自况，表达出个人的志趣与追求。
　　此图为傅抱石夫人罗时慧捐献。"
傅抱石暴风雨图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/51968.jpg,山水,傅抱石,《暴风雨图》轴，近现代，傅抱石绘，纸本，设色，纵109.4厘米，横61.4厘米。本幅自题：“乙酉六月酷暑，写此求清凉散也。新喻傅抱石金刚坡下山斋。”钤“傅”朱文长方印、“抱石之印”白文方印、“乙酉”朱文长方印、“代山川而言也”朱文方印。乙酉为1945年。图中山山水水皆笼罩在疾风苦雨中，山峰无论远近全成茫茫一片，消失了原有的轮廓。其间平地上的草屋几为风雨所破，摇摇欲坠。画家对山川的刻画不求细致写实，通过控制下笔的方向与力度表现出暴雨的速度之急和力量之猛，从而强化暴雨给人带来的真实感受。可想画家作画时必是解衣磅礴，挥笔快扫，酣畅淋漓地写下风雨飘摇的骇人气势，实为一幅以气势写景、以气势动人的佳作。此图为傅抱石夫人罗时慧捐献。
傅抱石屈原图横幅,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/50584.jpg,人物,傅抱石,《屈原图》横幅，近现代，傅抱石绘，纸本，设色，纵62.2厘米，横109.3厘米。自题：“屈原。抱石写。”钤“抱石私印”白文方印，另钤“抱石得心之作”朱文方印。自20世纪40年代起，傅抱石开始为屈原造像。其原因，一是他始终服膺屈原对国家的无限忠忱及其高尚的品格和文学上的伟大成就；二是在抗战期间，他曾与老友郭沫若一同通过屈原这一伟大形象宣扬爱国精神，借此唤起国民的战斗情绪，以挽救国家民族的危机。（1942年，郭沬若在重庆撰写五幕剧《屈原》，他指出：“我便把这时代的愤怒复活在屈原时代里去了。换句话说，我是借了屈原的时代来象征我们当前的时代。”表达了意欲通过屈原的爱国情怀鞭挞现实的黑暗以抒发义忿的写作目的。）图上屈原的形象正如其《渔父》中五句诗文所描绘的：“屈原既放，游于江潭，行吟泽畔，颜色憔悴，形容枯槁。”屈原立于江畔，原本清瘦的面庞笼罩着悲愤抑郁的神色，双目微合，陷入沉思。君主昏庸无能，奸臣当道，构陷忠良，邻国虎视眈眈，觊觎已久，一时之间，思绪万端难以收束。不过，面对种种残酷的现实，他并没有失魂落魄、无所适从，依然表现出“举世皆浊我独清，众人皆醉我独醒”的豪迈气概和矢志不渝、宁死不屈的高尚气节。画家将屈原赤胆忠心的爱国精神、心系苍生的忧患意识、超凡脱俗的诗人风度形象地展现在观者面前，体现了中国人物画塑形传神的最佳境界，堪称其历史人物画作的“铭心绝品”。此图为傅抱石夫人罗时慧捐献。
傅抱石竹林七贤图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/50441.jpg,人物,傅抱石,《竹林七贤图》轴，近现代，傅抱石绘，纸本，设色，纵l37.3厘米，横40.6厘米。自题：“重庆西郊金刚坡下写，新喻傅抱石记。”钤“抱石私印”白文方印。另钤“乙酉”朱文长方印、“踪迹大化”朱文方印。“乙酉”为1945年。魏晋时期的嵇康、阮籍、山涛、向秀、刘伶、阮咸、王戎，因常集于山阳（今河南修武）竹林之下，纵酒昏酣，遗落世事，故有“竹林七贤”之称。他们大都豪尚虚无，轻蔑礼法，生性放达，为世外之人所推崇与艳羡。以阮籍、嵇康为代表的竹林七贤生当魏晋易代之际，经历了较常人更多的坎坷和磨难。他们不同凡俗的道德文章和生活方式深刻地影响着两晋的文风、世风和士风。魏晋以降，画家们常常将他们的形象入画，借以表达对七人的处世方式、个性精神以及人生追求的认同。此图写就万竿幽篁，挺秀可人。七贤优游其间，或谈书论文，或冥神苦思，或闭目养神，姿态各异，神采自存。竹用淡墨，勾画率意，取清灵秀润之气。衣纹没有使用惯常的细线勾勒，而采用略粗的笔道快笔写就。画家精心构思，狭长的纸幅上七人错落有致，布局巧妙自然。此图为郭有守先生捐献。
印版五子夺莲年画,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/50018.jpg,人物,未知,印版五子夺莲年画，印版，设色，纵60.5厘米，横105厘米。此图为典型的中国北方地区民间年画，以其风格、笔法、用色较为粗犷判断，似为山东潍坊产年画。所绘内容为五童子嬉戏追逐，争夺莲蓬。童子淳朴古拙，憨态可掬。五子夺莲为传统吉祥题材，多为民间年画、器物制造工艺所采用。莲子与“连子”谐音，寓意连生贵子，多子多福。此画由叶又新先生捐献。
齐白石虎图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/50044.jpg,花鸟,齐白石,《虎图》轴，近现代，齐白石绘，纸本，设色，纵68厘米，横33.6厘米。此图打破了传统以虎的正面形象面向观众的画法，仅绘以虎的背影，但通过虎背扭动的身影仍可感受到其躯体的健壮与强悍，虽然虎身两侧秋草摇曳，仍可感受到其不为周围环境所动、唯我独尊的王者风范。标新立异、画自己的真实感受是齐白石先生一贯的艺术主张。他为此自刻一枚“我自作我家画”的印章，以表明他在艺术创作中不但师古人、师造化，更注重创新求变，塑造自我风格。他曾劝诫其弟子言：“学我者生，似我者死”，要求他们做到神似形不似，而不是简单地承袭师法，否则其艺术是没有生命力的。齐白石先生以画果蔬、花卉、人物以及鱼虾蟹类题材最多，也最为人称著，他画虎的作品极为少见，此图展现了齐白石先生于其常规题材画外的另一种风格，并且以独特的表现方式诠释了其注重创新的理念。本幅款署：“三百石印富翁齐璜作”，钤“齐大”朱文方印。1957年购藏于北京故宫博物院。
陈师曾山水图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21412.jpg,未知,陈师曾,《山水图》轴，近现代，陈师曾绘，纸本，墨笔，纵131厘米，横32厘米。画面右上自题：“康对山画世不多见，去年曾得寓目一小卷子，笔墨潇洒，仍是黄子久一路。偶然存想，不觉有一二相似，但恐为半丁等人勘破了。左良仁兄正，衡恪。”钤“朽记”印。图中绘高山崇岭，山下杂木成林，有屋舍藏于幽谷之中。此图纯用水墨，墨色丰富多变，干湿兼备。行笔快捷，笔意荒率。作者不用皴法，而以线条的排列来塑造形象，颇有些素描效果。陈师曾画山水讲求先由硬笔入手，待笔力强健、结构严谨时，再添加软笔，既不一味刚硬，也不一味甜软，刚柔并济，以达到骨力与风神兼备的效果。
陈师曾荷柳图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21410.jpg,未知,陈师曾,《荷柳图》轴，近现代，陈师曾绘，纸本，设色，纵178.9厘米，横46.3厘米。画幅右上侧自题：“荷花世界柳丝乡。衡恪为卫嫣世妹写于双棠馆。”钤“师曾”印。本幅作品画夏日池塘小景，荷花盛开，柳条低垂。柳叶的画法颇似隶书中波磔的笔画，笔调轻盈，活泼跳跃。荷叶则用笔饱满，大片色块与灵动的柳叶形成鲜明的对比。陈师曾的花鸟画构图多变，不落俗套，少有雷同，此图表现出一种轻松、恬淡的趣味，令人耳目一新。
陈师曾墨梅图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21338.jpg,未知,陈师曾,《墨梅图》轴，近现代，陈师曾绘，纸本，墨笔，纵132.5厘米，横63.7厘米。画面右上方自题：“驴屋驴画意。衡恪戏拟。”钤“陈衡恪”印。“驴屋”是清初著名画家朱耷（别号八大山人）的又一别号，师曾此图即拟八大笔意。画中一株粗壮的老梅树当中而立，树梢间仅有梅花三五朵。梅花是文人画的传统题材，陈师曾此作更是在众多梅画之中独树一帜，虽是画梅，却不以梅花为主，反而突出枝干，笔墨极简然富于力度，看似枯朽的老树，枝头却有花朵绽放，显示出老树顽强的生机。陈师曾别号“朽者”，在他去世后吴昌硕曾题词称其为“朽者不朽”，此画正表达了此意。
陈师曾山水图册,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21334.jpg,未知,陈师曾,《山水图》册，近现代，陈师曾绘，纸本，设色，4开，每开纵29.2厘米，横23.8厘米。第一开，钤“师曾”印。画院落一角，有百叶窗、树木、栅栏等。景物的写实感很强。第二开，钤“染仓”印。陈师曾的绘画受吴昌硕影响很深，取斋号“染仓”表示对吴昌硕的敬慕。此幅画山水，用笔粗放。第三开，钤印“觭”。此幅山水画风延续沈周风格，景物简略，笔法朴拙。第四开，自题：“庭院深深深几许，云窗雾阁春迟。师曾画。”钤“染于仓”印。此幅为庭院写生，景物杂而不乱，构图略带透视感。
陈师曾篱菊图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21332.jpg,未知,陈师曾,《篱菊图》轴，近现代，陈师曾绘，纸本，设色，纵136.9厘米，横33.2厘米。画幅左侧自题：“篱边黄菊关小事，窗外青山不世情。衡恪。”钤“师曾”印。图中画菊花竹篱。菊花用写意笔法勾形着色，再以墨叶衬托。从画法来看，兼具陈淳的俊逸与吴昌硕的浑厚。陶渊明“采菊东篱下，悠然见南山”的诗句与意境引得后世无数文人墨客心驰神往。陈师曾此图以疏淡的景物、简洁的笔法描绘出自己淡泊的文人心态。
陈师曾山水图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21331.jpg,未知,陈师曾,《山水图》轴，近现代，陈师曾绘，纸本，设色，纵84.8厘米，横33.3厘米。画幅上方自题：“巨然马鞍山色图。凤洲先生属画，师曾恪。”钤“师曾”、“朽者”、“义宁衡恪章”印，画面右下钤“一笑而已”。此图仿宋代山水名家巨然笔法绘山峦沟壑，江水房舍。墨色较干，作淡设色，滋润典雅，意境清新恬淡，是典型的文人山水画之作。陈师曾画山水通常很少用皴笔，此图为突出巨然笔意而运用了细腻的披麻皴法，与其往常快畅淋漓的画风颇有不同。
陈师曾竹桃图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21330.jpg,未知,陈师曾,《竹桃图》轴，近现代，陈师曾绘，纸本，设色，纵129.6厘米，横24.2厘米。画幅左侧款署：“衡恪。”钤“陈朽”印。图绘竹叶、桃花交相掩映，景物丰满，构图别致。陈师曾画竹多用狼毫尖笔，竹竿自下而上节节上耸，有直冲云霄之势，竹叶尖峭，挺拔锋利，既画出了竹子昂然潇洒的姿态，又有亭亭玉立、精巧细腻之韵致，不失自然本色。本图中画竹用墨，桃花则单纯用色，虽然在整幅作品中桃花只占十之一、二的比例，但是点点桃花在纵横的墨叶中显得格外娇艳。
陈师曾菊石图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21329.jpg,未知,陈师曾,《菊石图》轴，近现代，陈师曾绘，纸本，设色，纵134.3厘米，横33.4厘米。画面左侧自题：“寿芝道兄先生属。师曾陈衡恪写。”钤“师曾”印。“梅兰竹菊”四君子是画家普遍喜爱的题材，画家们在画这四种植物时多配以枯木或秀石，用以丰富画面，易于构图，因此出现“梅石”、“兰石”、“竹石”以及“菊石”的组合。对于石头，画家多根据自己的喜好或选择玲珑的太湖石，或选择层次分明的片石，或用体态囫囵的顽石，不同的石材富有不同的质感，艺术效果也不相同。本幅构图以石居中，画石色墨结合，用笔粗放，不究细节，重在突出石块的体量感。石块上下以凌乱的双勾笔法分别画墨菊数朵，叶片水墨饱满。整幅作品充满了浑然大气的笔墨意蕴。
陈师曾秋园冷艳图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21327.jpg,未知,陈师曾,《秋园冷艳图》轴，近现代，陈师曾绘，纸本，设色，纵138.4厘米，横34.5厘米。画幅左上方自题：“秋园冷艳。义宁陈衡恪。”钤“师曾”印。图中绘秋葵、雁来红等秋季花卉。本图较为注重色彩的搭配运用，鲜黄色的秋葵花配以花青色的枝叶，成为画面的中心。下方穿插雁来红，设色浅淡，整体色彩淡雅和谐。陈师曾的花鸟画虽然受吴昌硕影响较大，但他同时博习诸家，尤为注重写生，此图即明显带有对景写生的痕迹，给人以清新自然之感。
陈师曾花卉图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21413.jpg,花鸟,陈师曾,《花卉图》轴，近现代，陈师曾绘，纸本，设色，纵123厘米，横29.4厘米。图中在每一种花卉旁均有自题。题菊花：“寒花写尽陶家趣，拉得霜筠伴晚篱。”钤“游戏”印。题玉兰：“疑有仙心许飞琼，飞出月窟下笙。”钤“师曾豫章陈氏”印。题牡丹：“性灵禅供。”钤“槐堂”印。题萱草：“金英翠带习此忘忧。”钤“泰乡”、“别存古意”印。落款题：“慕奏老史雅属，凭窗写此，不值一笑。槐堂朽者陈衡恪。”钤“朽道人”、“陈衡恪”印。图中以写意笔法画菊花、玉兰、牡丹、萱草四种，参差排列，随意布局，与题画诗句相互穿插，好像将杂画长卷改为纵向构图，别有新意。
陈师曾蕉石幽鸟图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21409.jpg,花鸟,陈师曾,《蕉石幽鸟图》轴，近现代，陈师曾绘，纸本，设色，纵137厘米，横32.9厘米。自题：“卷幔鸟声喧坐处，野花顽石破芭蕉。师曾衡恪。”钤“师曾”印。图中画芭蕉、湖石、蔷薇花和小鸟等景物。其中芭蕉和湖石用大写意笔法，笔势粗放不羁，色墨结合，水分充沛。蔷薇花枝与小鸟的刻画相对细腻，在构图时布置在画面的黄金分割点上，既增添了画面的生趣又平衡了构图。画中作者的自题诗句内容幽默俏皮，诗画情景交融，相得益彰。
陈师曾墨荷图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21324.jpg,花鸟,陈师曾,《墨荷图》轴，近现代，陈师曾、张大千绘，纸本，墨笔，纵178.5厘米，横47.4厘米。画面右侧张大千题：“水殿风来暗香满。师曾画荷，大千补茨荘水草。”钤“张大千”、“大风堂”印。图中陈师曾画荷用笔粗放，富有拙趣，而张大千画的水草笔触伶俐潇洒，英气勃勃，二人之画风差异明显，但相互补充，配合颇为默契。画面突出了荷花出淤泥而不染的高洁品格，令人观之似觉暗香浮动。
陈师曾榴石图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21314.jpg,花鸟,陈师曾,《榴石图》轴，近现代，陈师曾绘，纸本，设色，纵133.2厘米，横32厘米。自题：“茈莱茈伴此石榴，薰风乍起，火云不流，矅炎景于朱夏，占丰年之麦秋。辛酉端阳后一日写，衡恪。”钤“师曾”、“朽者”、“日利千万”印。“辛酉”为民国十年（1921年）。图中画秋季花果，有石榴、秋葵等。用笔相当饱满，笔势灵动。敷色时融入淡墨，以缓解色彩的浓度和鲜亮，从而达到雅致的色彩效果。
陈师曾紫藤图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21322.jpg,花鸟,陈师曾,《紫藤图》轴，近现代，陈师曾绘，纸本，设色，纵137厘米，横32.7厘米。本幅右上侧自题：“秀康仁兄先生雅正。癸亥夏日修水陈衡恪。”钤“朽”印。“癸亥”指民国十二年（1923年）。此图属“红花墨叶”画法。藤萝花是中国传统民居中常见的庭院植物，它既有繁花密叶供人欣赏，又有浓荫匝地让人纳凉。花开时节，一串串淡紫色的花朵自叶间垂下，色彩幽淡，香气袭人。陈师曾此幅紫藤花最大的特点在于他的构图。绘画作品表现藤萝通常突出其下垂感，故而多将花枝置于画幅上端，下部虚空。陈师曾则反其道而行之，构图集中在下方，上端以少量花枝相呼应，取得画面的平衡。顿挫有力的笔法表现出老藤的遒劲刚健。
陈师曾斑鸠图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21312.jpg,花鸟,陈师曾,"《斑鸠图》轴，近现代，陈师曾绘，纸本，设色，纵122.8厘米，横32.5厘米。自题：“庚申秋九月，陈衡恪记于槐堂。”钤“师曾”印。“庚申”为民国九年（1920年）。画面中两只斑鸠立于巨石之上，旁有竹枝和牵牛花。本幅作品画石著墨不多，笔画草草而成，简单地表现出石面凹凸的肌理；花叶运笔灵活飞动，色墨相参；鸟雀非师曾所长，图中二鸟形态朴拙，用笔较为拘谨。画中斑鸠的“鸠”与“九”谐音,一方面暗示作画于九月的时间，另一方面国人历来视“九”为吉祥数字，有寓意吉祥的含义。"
陈师曾菊花图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21325.jpg,花鸟,陈师曾,《菊花图》轴，近现代，陈师曾绘，纸本，设色，纵133.5厘米，横32.6厘米。自题：“灵菊植幽崖，擢颖凌寒飙。春露不改色，秋霜不改条。师曾衡恪。”钤“陈衡恪”印。图绘悬崖立壁，石缝中的几丛菊花俏然开放。陈师曾以大写意法画菊，一方面得吴昌硕浑厚之趣，另一方面博习古人，富潇洒之致。此图中山石的画法较菊花更富特色，用大笔粗略地勾勒出轮廓，形态几近抽象，显示出画家独具特色的艺术个性。
陈师曾墨荷图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21333.jpg,花鸟,陈师曾,《墨荷图》轴，近现代，陈师曾绘，纸本，墨笔，纵62.7厘米，横26.5厘米。款署：“师曾”。钤“衡恪之印”。此图布景用笔都极其简省，以少胜多。“简笔”（或称“减笔”）画法早已有之，宋时梁楷即以此法著称。画家用高度概括精炼的线条或笔划塑造物态，寥寥数笔却形神兼备。陈师曾此作笔力似徐渭之狂纵，风格如八大（朱耷）之孤傲，所画墨荷昂然向上，刚强不屈，抒发出画家胸中郁勃之气。
陈师曾秋花图轴,近现代,http://www.dpm.org.cn/Uploads/Picture/dc/21316.jpg,花鸟,陈师曾,《秋花图》轴，近现代，陈师曾绘，纸本，设色，纵177.8厘米，横89.8厘米。画面左侧自题：“深浅花枝傲晚霜，独携尊酒赏群芳。炉锤别铸玺三品，织铄何人七日襄。壬戌阳月陈衡恪。”钤“陈衡恪”、“陈师曾”印。“壬戌”指民国十一年（1922年）。图中画秋葵、雁来红、菊花等秋季花卉，构图随意，笔势挥洒自如。陈师曾的大写意花卉看似横涂纵抹，不究章法，实际上他所画花卉形态结构严谨，全然符合植物的自然生长状态，这与他留学日本学习博物学不无关系。
